"AtcoCode","CommonName","CommonNameLang","ShortName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"035076200001","Tangley Drive","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035076200002","Tangley Drive","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035076280001","Inchcape Garage","","","","Kiln Ride","","Finchampstead Road","","","","","","2006-01-24T14:20:00","2009-03-24T11:04:00",1,"rev"
"035076280002","Inchcape Garage","","","","Kiln Ride","","Finchampstead Road","","","","","","2006-01-24T14:20:00","2009-03-24T11:04:00",1,"rev"
"035076340002","California Cross Roads","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2007-09-03T13:47:00",1,"del"
"035076360001","California Cross Roads","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035076640001","Soldiers Rise","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035076640002","Soldiers Rise","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035077160001","Arborfield Bridge","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035077160002","Arborfield Bridge","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035079720001","Crutchley Road","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035079720002","Crutchley Road","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035084560001","Shinfield Park","","","","Foster Wheeler","","Shinfield Park","","","","Inside","","2009-01-22T10:49:00","2009-01-22T10:49:00",0,"new"
"035091280001","Twyford Orchards","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"035091280002","Twyford Orchards","","","","","","Not Specified","","","","","","2006-01-24T14:20:00","2006-01-24T14:20:00",0,"new"
"036006251251","Foster Avenue West","en","","","","","","","","","","","2010-07-26T00:00:00","2010-07-26T00:00:00",,"new"
"036006265265","Greene Oak","en","","","","","","","","","","","2011-02-21T00:00:00","2011-02-21T00:00:00",,"new"
"036006265265","Nags Head","en","","","","","","","","","","","2011-02-21T00:00:00","2011-02-21T00:00:00",,"new"
"036006734734","Greene Oak","en","","","","","","","","","","","2011-02-21T00:00:00","2011-02-21T00:00:00",,"new"
"036006734734","Nags Head","en","","","","","","","","","","","2011-02-21T00:00:00","2011-02-21T00:00:00",,"new"
"03700172","Anslow Place","en","","","","","","","","","","","2010-12-07T00:00:00","2010-12-07T00:00:00",,"new"
"0380D466G867","Popes Meadow","","","","","","St Marks Road","","","","","","2009-08-03T14:15:00","2009-08-03T14:15:00",0,"new"
"0380D482G918","Popes Meadow","","","","","","St Marks Road","","","","","","2009-08-03T14:14:00","2009-08-03T14:14:00",0,"new"
"0380D485G162","John Nike Leisure Complex","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380D507G184","John Nike Leisure Complex","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380E042K951","Cemetry","","","","Strawberry Cottages South Road - Crematorium","","Nine Mile Ride","","","","West Of South Road Junction","","2008-01-14T10:36:00","2008-01-14T10:36:00",2,"rev"
"0380E128K959","Cemetery","","","","Strawberry Cottages South Road - Crematorium","","Nine Mile Ride","","","","West Of South Road Junction","","2008-01-14T10:37:00","2008-01-14T10:38:00",1,"rev"
"0380F506F259","Garth","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380F513F298","Garth","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380F855J541","Birch Hill Waitrose","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380F869J536","Birch Hill Waitrose","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380G225I961","Sports Centre","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380G251I961","Sports Centre","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380G415G826","Holly Spring Lane","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380G868F519","Harvest Ride","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380G883F501","Harvest Ride","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380H120I508","Crown Wood","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380H136I514","Crown Wood","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380H229F455","Tesco - Northern Store","","","","Tesco Store","","Jigs Lane","","","","o/s","","2006-02-02T08:16:00","2009-11-17T11:27:00",2,"rev"
"0380H241G346","Bullbrook Shops","","","","","","Lily Hill Road","","","","","","2009-08-03T16:43:00","2009-08-03T16:43:00",0,"new"
"0380H752F362","Westmorland Drive","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380H800F296","Westmorland Drive","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380I876E046","Hollies Corner","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380J693D217","Winkfield Church","","","","","","Not Specified","","","","","","2006-02-02T08:16:00","2006-02-02T08:16:00",0,"new"
"0380J748G476","The Cranbourne Tower","","","","The Gold Cup","","Fernbank Road","","","","","","2009-11-17T12:03:00","2009-11-17T12:03:00",1,"rev"
"0380J826G610","Cranbourne Tower","","","","The Gold Cup","","Fernbank Road","","","","","","2009-11-17T12:08:00","2009-11-17T12:08:00",1,"rev"
"039025360001","Reading West Station","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025360002","Reading West Station","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025530002","Oxford Road / Broad Street Mall Stop CV","","","","","","Oxford Road","","","","","","2006-02-02T09:33:00","2011-02-08T09:25:00",3,"rev"
"039025530003","Oxford Road / Broad Street Mall Stop CW","","","","","","Oxford Road","","","","","","2006-02-02T09:33:00","2011-02-08T09:27:00",1,"rev"
"039025530004","Oxford Road / Broad Street Mall Stop CX","","","","","","Oxford Road","","","","","","2006-02-02T09:33:00","2011-02-08T09:28:00",1,"rev"
"039025570001","Main Gate","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025570002","Main Gate","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025570003","Main Gate","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025570004","Main Gate","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025580001","Norcot Road / Church End Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025580002","Norcot Road / Church End Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025590001","Meadway / Church End Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025590002","Meadway / Church End Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025600001","Church Street Caversham","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025600002","Church Street Caversham","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025610001","Southcote Lane / Circuit Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025610002","Southcote Lane / Circuit Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025610003","Southcote Lane / Circuit Lane","","","","Southcote Lane Surgery","","Circuit Lane","","","","","","2010-08-18T11:40:00","2010-08-18T11:40:00",0,"new"
"039025620001","Bath Road / Circuit Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025620002","Bath Road / Circuit Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025670002","Coley Park Community Centre","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025730001","Meadway / Corwen Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025730002","Meadway / Corwen Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025760002","Royal Berkshire Hospital Main Entrance","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025760003","Royal Berkshire Hospital Main Entrance","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025810003","London Street Top","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025810004","London Street Top","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039025920001","Duke Street","","","","","","Duke Street","","","","Stop MH","","2006-02-02T09:33:00","2011-02-08T09:29:00",1,"rev"
"039025920005","Kings Road Duke Street","","","","Mothercare","","King Street","","","","stop MK","","2006-02-02T09:33:00","2011-02-08T09:34:00",1,"rev"
"039026050006","Huntley and Palmers / Forbury Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026320001","Albert Road / Highmoor Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026590001","Daytrack Stop","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026590002","Fasttrack Stop","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026590003","Madejski Stadium","","","","Opp B & Q Warehouse","","Northern Way","","","","MA","","2007-11-15T10:53:00","2007-11-15T10:55:00",3,"rev"
"039026590009","Madejski Stadium","","","","B & Q Warehouse","","Northern Way","","","","","","2006-05-24T14:29:00","2007-11-15T10:55:00",3,"rev"
"039026690005","The Oracle","","","","The Oracle","","Minster Street","","","","","","2006-04-21T14:31:00","2010-06-02T18:32:00",1,"del"
"039026820001","Northumberland Avenue Foot","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026910001","Tilehurst Road / Parkside Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026910002","Tilehurst Road / Parkside Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026920001","Bath Road / Parkside Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026920002","Bath Road / Parkside Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026970001","Basingstoke Road / Holiday Inn","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039026970002","Basingstoke Road / Holiday Inn","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027050001","Worldcom Park","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027230001","Southcote Lane / Bath Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027230002","Bath Road / Southcote Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027230003","Bath Road / Southcote Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027240001","Tilehurst Road / Southcote Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027240002","Tilehurst Road / Southcote Lane","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027450001","Reading College of Art and Design","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2010-08-19T16:34:00",1,"del"
"039027450001","Technical College","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027450002","Reading College of Art and Design","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2010-08-19T16:36:00",1,"del"
"039027450002","Technical College","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027480003","Elm Road / The Sportsman","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027520001","Emmer Green Pond","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027520002","Emmer Green Pond","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027700001","Waverley Road Tilehurst Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"039027700002","Waverley Road Tilehurst Road","","","","","","Not Specified","","","","","","2006-02-02T09:33:00","2006-02-02T09:33:00",0,"new"
"040000001093","St Mary's Church","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
"040000001094","St Mary's Church","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
"040000001095","The George PH","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
"040000001096","The George PH","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
"040000001099","Convent of Our Lady Queen of Apostles","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
"040000001102","Salter's Row","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
"040000001217","The Old Hare","en","","","","","","","","","","","2008-03-20T00:00:00","2008-03-20T00:00:00",,"new"
"040000001218","The Old Hare","en","","","","","","","","","","","2008-03-20T00:00:00","2008-03-20T00:00:00",,"new"
"040000001221","Railway Station","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
"040000001222","Railway Station","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
"040000001223","Council Green","en","","","","","","","","","","","2006-06-12T00:00:00","2007-02-28T00:00:00",,"new"
